"","DIVEID","REGION.x","ISLAND.x","YEAR","STRATA","Acanthuridae","Albulidae","Aulostomidae","Balistidae","Belonidae","Carangidae","Carcharhinidae","Chanidae","Congridae","Dasyatidae","Diodontidae","Echeneidae","Ephippidae","Fistulariidae","Ginglymostomatidae","Haemulidae","Holocentridae","Kyphosidae","Labridae","Lethrinidae","Lutjanidae","Monacanthidae","Mullidae","Muraenidae","Myliobatidae","Ophichthidae","Oplegnathidae","Scaridae","Scombridae","Serranidae","Sphyraenidae","Sphyrnidae","Stegostomatidae","Tetraodontidae","UNKNOWN","TotFish","REGION.y","ISLAND.y","DATE_","OBS_YEAR","CENTROIDLAT","CENTROIDLON","DEPTH","REEF_ZONE","PROJECTEDLENGTH"
"11",200009202,"NWHI","Maro",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200682580301463,0,0,0,0,0,0,0,0.200682580301463,"NWHI","Maro",2000-09-20,2000,25.491544151,-170.621424999,12.130982733,"Forereef",2221.86955612
"12",200009204,"NWHI","Maro",2000,"Forereef",0,0,0,0,0,0.160753043026383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160753043026383,"NWHI","Maro",2000-09-20,2000,25.451341726,-170.659281797,11.951855661,"Forereef",2299.0027922
"13",200009221,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NWHI","Lisianski",2000-09-22,2000,25.984872199,-173.894623669,11.013799953,"Forereef",2287.64565101
"14",200009224,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NWHI","Lisianski",2000-09-22,2000,25.937689262,-173.926078862,10.19604459,"Forereef",2144.38107034
"15",200009231,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0.453186197282205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453186197282205,"NWHI","Lisianski",2000-09-23,2000,26.014815661,-173.882455453,12.840388823,"Forereef",2446.48908322
"16",200009233,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0,0.0958765163523046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958765163523046,"NWHI","Lisianski",2000-09-23,2000,26.054881337,-173.912442017,11.968711186,"Forereef",2325.80903824
"17",200009234,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0.336411240034941,0.0403852568643579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376796496899299,"NWHI","Lisianski",2000-09-23,2000,26.070020609,-173.939874723,11.603836441,"Forereef",2197.14237095
"18",200009251,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107727638592101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107727638592101,"NWHI","Pearl & Hermes",2000-09-25,2000,27.964752596,-175.769215596,16.167636394,"Forereef",2455.54575244
"19",200009252,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0.785391461685761,0.075427291706326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179384161635971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04020291502806,"NWHI","Pearl & Hermes",2000-09-25,2000,27.945965757,-175.735804715,11.581221962,"Forereef",2352.78655805
"20",200009253,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0.148383093922052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227920042547227,0,0,0,0,0,0,0,0,0.376303136469279,"NWHI","Pearl & Hermes",2000-09-25,2000,27.91553276,-175.723558951,10.943844416,"Forereef",2227.07667271
"21",200009254,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0.80851039223194,0.0996971768038643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908207569035805,"NWHI","Pearl & Hermes",2000-09-25,2000,27.893367602,-175.725433597,11.9583889,"Forereef",1780.03353481
"22",200009256,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NWHI","Pearl & Hermes",2000-09-25,2000,27.832906264,-175.749422045,10.962200069,"Forereef",2364.72286999
"23",200009261,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,4.6939067239505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6939067239505,"NWHI","Pearl & Hermes",2000-09-26,2000,27.809377873,-175.760657664,11.278333378,"Forereef",2362.03049937
"24",200009262,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169701063082723,0,0,0,0,0,0.612289593763254,0,0,0,0,0,0,0,0,0.781990656845977,"NWHI","Pearl & Hermes",2000-09-26,2000,27.787960228,-175.778922992,10.37057786,"Forereef",2487.03594755
"25",200009265,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,13.4242794347882,0.19095940391197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6152388387001,"NWHI","Pearl & Hermes",2000-09-26,2000,27.788241174,-175.871717511,11.697227859,"Forereef",2210.37538025
"26",200009266,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0.354856296614181,0.0425995358752282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405247589098755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802703421588165,"NWHI","Pearl & Hermes",2000-09-26,2000,27.77323023,-175.895185765,10.09436655,"Forereef",2082.93722444
"27",200009271,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0,0.0386370841337165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386370841337165,"NWHI","Pearl & Hermes",2000-09-27,2000,27.898442186,-175.931948717,14.564622116,"Forereef",2296.55423042
"28",200009273,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0.835166279611709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119558213182931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95472449279464,"NWHI","Pearl & Hermes",2000-09-27,2000,27.773547672,-175.983150894,10.256530855,"Forereef",2212.56355647
"29",200009274,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,1.3901282860851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233861649615407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62398993570051,"NWHI","Pearl & Hermes",2000-09-27,2000,27.754648284,-175.956902711,12.25591116,"Forereef",1804.71079768
"30",200009275,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,3.45285510362713,0.141595076277971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59445017990511,"NWHI","Pearl & Hermes",2000-09-27,2000,27.760118776,-175.926885952,11.956058979,"Forereef",2675.8413232
"31",200009282,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0.951203670505277,0.0761262803618685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02732995086715,"NWHI","Lisianski",2000-09-28,2000,25.964267533,-173.963308543,15.380764866,"Forereef",2331.18335998
"32",200009284,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0.169302010411199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169302010411199,"NWHI","Lisianski",2000-09-28,2000,25.939318563,-173.94112701,10.742383291,"Forereef",1951.89960412
"33",200009291,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NWHI","Lisianski",2000-09-29,2000,26.082247793,-173.974237462,10.48123331,"Forereef",2369.55246325
"34",200009292,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,1.48408352865956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48408352865956,"NWHI","Lisianski",2000-09-29,2000,26.05439946,-174.013106425,13.694422341,"Forereef",2490.23513593
"35",200009293,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NWHI","Lisianski",2000-09-29,2000,26.022781741,-174.005796578,10.75547781,"Forereef",2700.59311208
"36",200010011,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0.702042219072737,0.126417396207978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828459615280715,"NWHI","Pearl & Hermes",2000-10-01,2000,27.962309611,-175.804252554,12.456555654,"Forereef",2105.69498376
"37",200010021,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489282053478231,0,0,0,0,0,0.489282053478231,"NWHI","Kure",2000-10-02,2000,28.438088755,-178.291367334,12.229977607,"Forereef",1556.47716512
"38",200010022,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239341232049043,0,0,0,0,0,0,0,0,0.863739801337497,0,0,0,0,0,1.10308103338654,"NWHI","Kure",2000-10-02,2000,28.452204368,-178.306361854,10.432611133,"Forereef",1763.39296247
"39",200010023,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0.17444332724992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17444332724992,"NWHI","Kure",2000-10-02,2000,28.456297801,-178.331578111,11.579211044,"Forereef",2470.58117245
"40",200010024,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438557440694867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438557440694867,"NWHI","Kure",2000-10-02,2000,28.442452402,-178.363014193,12.281522274,"Forereef",1924.73142654
"41",200010025,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20250342484466,0,0,0,0,0,0,0,0.20250342484466,"NWHI","Kure",2000-10-02,2000,28.424079381,-178.375653196,14.735555554,"Forereef",2201.891232
"42",200010026,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0,0.0590362902229852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590362902229852,"NWHI","Kure",2000-10-02,2000,28.397535866,-178.370018188,12.418709183,"Forereef",2274.16575062
"43",200010051,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0,0.0468990761341074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468990761341074,"NWHI","Pearl & Hermes",2000-10-05,2000,27.942163031,-175.860368146,15.445111085,"Forereef",1891.98095853
"44",200010052,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421793807206577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421793807206577,"NWHI","Pearl & Hermes",2000-10-05,2000,27.928224055,-175.879986526,13.031144525,"Forereef",2001.2273154
"45",200010054,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410700256621953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410700256621953,"NWHI","Pearl & Hermes",2000-10-05,2000,27.782389983,-175.810899362,11.670811176,"Forereef",2055.28308015
"46",200102071,"PRIAs","Howland",2001,"Forereef",4.18128230761405,0,0,0,0,2.30791678762397,3.09605535305941,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78689123943434,0,0.0645437411996331,0,0,0,0,1.51821733777001,0,0.457172200092737,0,0,0,0,0,13.4120789667941,"PRIAs","Howland",2001-02-07,2001,0.818218505,-176.6243772,13.333855629,"Forereef",2401.47219729
"47",200102073,"PRIAs","Howland",2001,"Forereef",5.86835883277194,0,0,0,0,3.33481982214479,1.49827026987971,0,0,0,0,0,0,0,0,0,0,0,0,0.600981695454523,3.82194469957522,0,0,0,0,0,0,1.15057019039402,0,0.855893348512079,0,1.42668015971102,0,0,0,18.5575190184433,"PRIAs","Howland",2001-02-07,2001,0.796435949,-176.612159913,11.721689033,"Forereef",2325.2324074
"48",200102091,"PRIAs","Baker",2001,"Forereef",0,0,0,0,0,3.29373358990098,1.01314601551534,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35718803400148,0,0,0,5.09291666792804,0,0,0.320588712223229,0,0.586292578390503,0,0,0,0,0,16.6638655979596,"PRIAs","Baker",2001-02-09,2001,0.199363271,-176.465667708,11.769566822,"Forereef",2576.1269731
"49",200102093,"PRIAs","Baker",2001,"Forereef",0.381427484226324,0,0,0,0,0.330004134771873,0.263822974153653,0,0,0,0,0,0,0,0,0,0,0.782476077827878,0,0,5.25567055019992,0,0,0,0,0,0,0.623896951036825,0,0.825699210339165,0,0,0,0,0,8.46299738255564,"PRIAs","Baker",2001-02-09,2001,0.187921152,-176.471859663,10.154683209,"Forereef",2647.47961168
"50",200102171,"PRIAs","Jarvis",2001,"Forereef",0,0,0,0,0,1.77023003898624,3.34575736476694,0,0,0,0,0,0,0,0,0,0,0.321273655723381,0,0.0796605254644341,1.87262522910322,0.0199026495809141,0,0,9.4953731818761,0,0,0.940445196963904,0,0.136637490571955,0,0,0,0,0,17.9819053330371,"PRIAs","Jarvis",2001-02-17,2001,-0.363257102,-159.997331352,11.461005401,"Forereef",2763.45115641
"51",200102173,"PRIAs","Jarvis",2001,"Forereef",0.332722493087994,0,0,0,0,9.42223897409817,2.12905974131556,0,0,0,0,0,0,0,0,0,0,0.264990741843404,0.222612469884114,0,5.73365905326452,0,0,0,1.43406533891448,0,0,1.13876170393484,0.879212616225599,0.747915529090402,3.07009323556371,0,0,0,0,25.3753318972228,"PRIAs","Jarvis",2001-02-17,2001,-0.379451794444444,-160.010995128889,10.2663518055556,"Forereef",2233.59767026
"52",200102193,"PRIAs","Palmyra",2001,"Forereef",2.83138573206656,0,0,0.374671684140036,0,0.0954062573059687,0.495130639081184,0,0,0,0,0,0,0,0,0,0,0,14.1483262816356,0,12.2388497962288,0,0,0,0,0,0,2.82593364983239,0,0.478579749922516,0,0,0,0,0,33.4882837902131,"PRIAs","Palmyra",2001-02-19,2001,5.864577406,-162.030351037,10.809755469,"Forereef",1753.49600769
"53",200102201,"PRIAs","Palmyra",2001,"Forereef",0,0,0,0.284652909276903,0,0,0.0871246376227647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491612923632958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863390470532626,"PRIAs","Palmyra",2001-02-20,2001,5.88375096,-162.14184623625,14.65378475125,"Forereef",1789.33872476
"54",200102231,"PRIAs","Kingman",2001,"Forereef",0,0,0,0,0,0.229842179806326,1.58273133296,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98176978356057,0,0,0,0,0,0,0.79336836906973,0,0,0,0,0,0,0,4.58771166539662,"PRIAs","Kingman",2001-02-23,2001,6.381335718,-162.45426637,11.239767455,"Forereef",2081.95148944
"55",200201291,"PRIAs","Baker",2002,"Forereef",0,0,0.0229709448063419,0.683899687421079,0,4.07427253336858,18.2147374124897,0,0,0,0.633893841986093,0,0,0,0,0,0,0,0,0,7.56859084817928,0,0,0,4.96551753317288,0,0,0,0,0.392062064312559,18.7013856900159,1.88678992963965,0,0,0,57.144120485392,"PRIAs","Baker",2002-01-29,2002,0.190029042,-176.461107751,14.491629789,"Forereef",1926.17988681
"56",200201292,"PRIAs","Baker",2002,"Forereef",2.7533527495737,0,0,0,0,1.36879551005463,0.756629646699799,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12867254785522,0.0164200208792397,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02387047506259,"PRIAs","Baker",2002-01-29,2002,0.202391451,-176.470805515,15.412945461,"Forereef",3350.19915045
"57",200202011,"PRIAs","Howland",2002,"Forereef",0,0,0,0.333381964303445,0,0,4.86323563303055,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50922851819649,0.0278437148276641,0,0,0,0,0,0,0,0.288918229981721,31.9510846746689,0,0,0,0,38.9736927350087,"PRIAs","Howland",2002-02-01,2002,0.822893739,-176.623740243,12.963555432,"Forereef",1975.68249569
"58",200202091,"SAMOA","Tutuila",2002,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186588401045029,0,0,0,0,0,0,0,0.186588401045029,"SAMOA","Tutuila",2002-02-09,2002,-14.320164259,-170.66283516,13.771748924,"Forereef",2389.70114497
"59",200202101,"SAMOA","Tutuila",2002,"Forereef",0,0,0,0,0,0,1.05129289008713,0,0,0,0,0,0,0,0,0.158603824969973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50237487044081,0,0,10.7122715854979,"SAMOA","Tutuila",2002-02-10,2002,-14.264930596,-170.560947737,11.53281765,"Forereef",2570.69587201
"60",200202102,"SAMOA","Tutuila",2002,"Forereef",0,0,0,0,0,0.0937345182098315,0,0,0,0,0.222083606400435,0,0,0,0,0,0,0,0,0,0.180171688788917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495989813399184,"SAMOA","Tutuila",2002-02-10,2002,-14.246193,-170.57465986,10.83386623875,"Forereef",2441.17721203
"61",200202111,"SAMOA","Tau",2002,"Forereef",0.486012039291041,0,0,0.246702084695615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19400321958965,0.450473941577397,0.487561462191582,0,0,0,0,0,0,0.167009740380701,0,0,0,0,0,0,0,5.03176248772599,"SAMOA","Tau",2002-02-11,2002,-14.230255321,-169.418193059,11.19198432,"Forereef",2669.84736698
"62",200202121,"SAMOA","Tau",2002,"Forereef",0,0,0,0,0,0.175567178551356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154695372514211,0,0,0,0,0,0,0,0.344112699321436,0,0,0,0,0,0,0,0.674375250387004,"SAMOA","Tau",2002-02-12,2002,-14.212713836,-169.427192183,11.57154417,"Forereef",2591.53769387
"63",200202123,"SAMOA","Tau",2002,"Forereef",0.171464878208961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292690895285886,0,0,0,0,0,0,0.151421937196659,0,0,0,0,0,0,0,0.615577710691506,"SAMOA","Tau",2002-02-12,2002,-14.214548975,-169.481873835,11.828448295,"Forereef",2944.68901845
"64",200202124,"SAMOA","Tau",2002,"Forereef",0.186386448235545,0,0,0.3774325804013,0,0,0.323841293543419,0,0,0,0,0,0,0,0,0,0,0,0,0.577791594637032,0,0,0,0,0,0,0,0.658397156405086,0,0.132359277191726,0,0,0,0,0,2.25620835041411,"SAMOA","Tau",2002-02-12,2002,-14.215465202,-169.506237027,11.519092417,"Forereef",2708.94557352
"65",200202131,"SAMOA","Ofu & Olosega",2002,"Forereef",0.15505954625225,0,0,0,0,0.163112469157185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315356766782779,0,0,0,0.773867582741122,0,0,0,0.170579484300925,0,0,0,0,0,0,1.57797584923426,"SAMOA","Ofu & Olosega",2002-02-13,2002,-14.183051324,-169.60764566,10.778560685,"Forereef",2789.41863472
"66",200202132,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,0.259779525439184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611154981953968,0.134422020678994,0,0,0,0,0,0,0.226580997140691,0,0,0.31791344012491,0,0,0,0,1.54985096533775,"SAMOA","Ofu & Olosega",2002-02-13,2002,-14.155841755,-169.610600028,12.417814445,"Forereef",1967.9078177
"67",200202134,"SAMOA","Ofu & Olosega",2002,"Forereef",0.201508456727898,0,0,0,0,0.18158481369103,3.58586079886839,0,0,0,0.216368718777445,0,0,0,0,0,0,0,1.70165084056407,0.159997618168937,2.6662694952938,0,0,0,0,0,0,6.44156799213264,0,0,0,0,0,0,0,15.1548087342242,"SAMOA","Ofu & Olosega",2002-02-13,2002,-14.16465468,-169.64771846,10.43635893,"Forereef",2505.65535616
"68",200202135,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,0.240509609379026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30254099704149,0,0,0,0,0,0,0,1.54305060642051,"SAMOA","Ofu & Olosega",2002-02-13,2002,-14.160304795,-169.670545923,11.020329856,"Forereef",2738.58875308
"69",200202136,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,0,0,0.378823353965404,1.04912671498564,0,0,0,0,0,0,0,0,0,0,0,1.00440227802667,0,0.366202868197693,0,0,0,0,0,0,2.96998397934391,0,0,0.129433589553234,0,0,0,0,5.89797278407255,"SAMOA","Ofu & Olosega",2002-02-13,2002,-14.171201558,-169.684440038,11.844607926,"Forereef",2402.11674523
"70",200202141,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,0.187551665427355,0,0.111776759572139,0,0,0,1.74273296295812,0,0,0,0,0,0,0,0,0.182417160395298,0,0.266030175600127,0,0,0,0,0,0,0.163583497568117,0,0,0.328173465389891,0,0,0,0,2.98226568691105,"SAMOA","Ofu & Olosega",2002-02-14,2002,-14.183156911,-169.675979994,12.171501922,"Forereef",2725.76709903
"71",200202142,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715328027998237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715328027998237,"SAMOA","Ofu & Olosega",2002-02-14,2002,-14.180334042,-169.652670995,11.269758798,"Forereef",2459.46476978
"72",200202144,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,0.302865903187792,0,0,0,0,0,0,0.249291194353171,0,0,0,0,0,0,0,0,0,2.22469086468338,0,0,0,0,0,0,1.02515460953579,0,0.262472149186769,0,0,0,0,0,4.06447472094691,"SAMOA","Ofu & Olosega",2002-02-14,2002,-14.19098703,-169.612458669,10.365402221,"Forereef",2174.7476501
"73",200202171,"SAMOA","Swains",2002,"Forereef",0,0,0,0.27484433776676,0,6.09139914696724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367065352568106,0,0,0,0,0,0,0,0,0,0.0474299834309652,0,0,0,0,6.78073882073307,"SAMOA","Swains",2002-02-17,2002,-11.047578092,-171.084430293,10.24857769,"Forereef",2396.47255099
