"","DIVEID","REGION.x","ISLAND.x","YEAR","STRATA","Acanthuridae","Albulidae","Aulostomidae","Balistidae","Belonidae","Carangidae","Carcharhinidae","Chanidae","Congridae","Dasyatidae","Diodontidae","Echeneidae","Ephippidae","Fistulariidae","Ginglymostomatidae","Haemulidae","Holocentridae","Kyphosidae","Labridae","Lethrinidae","Lutjanidae","Monacanthidae","Mullidae","Muraenidae","Myliobatidae","Ophichthidae","Oplegnathidae","Scaridae","Scombridae","Serranidae","Sphyraenidae","Sphyrnidae","Stegostomatidae","Tetraodontidae","UNKNOWN","TotFish","REGION.y","ISLAND.y","DATE_","OBS_YEAR","CENTROIDLAT","CENTROIDLON","DEPTH","REEF_ZONE","PROJECTEDLENGTH"
"30",200009275,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0.000934285593964251,0.00011211427127571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104639986523996,"NWHI","Pearl & Hermes",2000-09-27,2000,27.760118776,-175.926885952,11.956058979,"Forereef",2675.8413232
"31",200009282,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0.000257380011499888,8.57933371666293e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343173348666517,"NWHI","Lisianski",2000-09-28,2000,25.964267533,-173.963308543,15.380764866,"Forereef",2331.18335998
"32",200009284,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,5.12321431844771e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12321431844771e-05,"NWHI","Lisianski",2000-09-28,2000,25.939318563,-173.94112701,10.742383291,"Forereef",1951.89960412
"33",200009291,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NWHI","Lisianski",2000-09-29,2000,26.082247793,-173.974237462,10.48123331,"Forereef",2369.55246325
"34",200009292,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0.000401568504745453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401568504745453,"NWHI","Lisianski",2000-09-29,2000,26.05439946,-174.013106425,13.694422341,"Forereef",2490.23513593
"35",200009293,"NWHI","Lisianski",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NWHI","Lisianski",2000-09-29,2000,26.022781741,-174.005796578,10.75547781,"Forereef",2700.59311208
"36",200010011,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0.00018996103570791,0.000142470776780932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000332431812488842,"NWHI","Pearl & Hermes",2000-10-01,2000,27.962309611,-175.804252554,12.456555654,"Forereef",2105.69498376
"37",200010021,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128495299823162,0,0,0,0,0,0.000128495299823162,"NWHI","Kure",2000-10-02,2000,28.438088755,-178.291367334,12.229977607,"Forereef",1556.47716512
"38",200010022,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67088573722837e-05,0,0,0,0,0,0,0,0,0.000226835429489135,0,0,0,0,0,0.000283544286861418,"NWHI","Kure",2000-10-02,2000,28.452204368,-178.306361854,10.432611133,"Forereef",1763.39296247
"39",200010023,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,4.047630618865e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.047630618865e-05,"NWHI","Kure",2000-10-02,2000,28.456297801,-178.331578111,11.579211044,"Forereef",2470.58117245
"40",200010024,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103910601366098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103910601366098,"NWHI","Kure",2000-10-02,2000,28.442452402,-178.363014193,12.281522274,"Forereef",1924.73142654
"41",200010025,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54155039752663e-05,0,0,0,0,0,0,0,4.54155039752663e-05,"NWHI","Kure",2000-10-02,2000,28.424079381,-178.375653196,14.735555554,"Forereef",2201.891232
"42",200010026,"NWHI","Kure",2000,"Forereef",0,0,0,0,0,0,4.39721686832797e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39721686832797e-05,"NWHI","Kure",2000-10-02,2000,28.397535866,-178.370018188,12.418709183,"Forereef",2274.16575062
"43",200010051,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0,5.28546545614795e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28546545614795e-05,"NWHI","Pearl & Hermes",2000-10-05,2000,27.942163031,-175.860368146,15.445111085,"Forereef",1891.98095853
"44",200010052,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99386718644826e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99386718644826e-05,"NWHI","Pearl & Hermes",2000-10-05,2000,27.928224055,-175.879986526,13.031144525,"Forereef",2001.2273154
"45",200010054,"NWHI","Pearl & Hermes",2000,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73101963090182e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73101963090182e-05,"NWHI","Pearl & Hermes",2000-10-05,2000,27.782389983,-175.810899362,11.670811176,"Forereef",2055.28308015
"46",200102071,"PRIAs","Howland",2001,"Forereef",0.000874463590446642,0,0,0,0,0.00041641123354602,0.00041641123354602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249846740127612,0,4.1641123354602e-05,0,0,0,0,0.000291487863482214,0,0.000124923370063806,0,0,0,0,0,0.00241518515456692,"PRIAs","Howland",2001-02-07,2001,0.818218505,-176.6243772,13.333855629,"Forereef",2401.47219729
"47",200102073,"PRIAs","Howland",2001,"Forereef",0.00124718715891401,0,0,0,0,0.00137620652018098,0.00030104517628959,0,0,0,0,0,0,0,0,0,0,0,0,8.60129075113114e-05,0.000516077445067868,0,0,0,0,0,0,0.000258038722533934,0,0.000258038722533934,0,4.30064537556557e-05,0,0,0,0.00408561310678729,"PRIAs","Howland",2001-02-07,2001,0.796435949,-176.612159913,11.721689033,"Forereef",2325.2324074
"48",200102091,"PRIAs","Baker",2001,"Forereef",0,0,0,0,0,0.000776359248159762,0.000349361661671893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000892813135383726,0,0,0,3.88179624079881e-05,0,0,7.76359248159762e-05,0,0.000155271849631952,0,0,0,0,0,0.0022902597820713,"PRIAs","Baker",2001-02-09,2001,0.199363271,-176.465667708,11.769566822,"Forereef",2576.1269731
"49",200102093,"PRIAs","Baker",2001,"Forereef",7.55435468200214e-05,0,0,0,0,0.000113315320230032,0.000113315320230032,0,0,0,0,0,0,0,0,0,0,0.000264402413870075,0,0,0.000793207241610224,0,0,0,0,0,0,0.000151087093640043,0,0.000226630640460064,0,0,0,0,0,0.00173750157686049,"PRIAs","Baker",2001-02-09,2001,0.187921152,-176.471859663,10.154683209,"Forereef",2647.47961168
"50",200102171,"PRIAs","Jarvis",2001,"Forereef",0,0,0,0,0,0.000542799534024929,0.000470426262821605,0,0,0,0,0,0,0,0,0,0,0.000108559906804986,0,3.6186635601662e-05,0.000398052991618281,7.23732712033239e-05,0,0,7.23732712033239e-05,0,0,0.000217119813609972,0,3.6186635601662e-05,0,0,0,0,0,0.00195407832248975,"PRIAs","Jarvis",2001-02-17,2001,-0.363257102,-159.997331352,11.461005401,"Forereef",2763.45115641
"51",200102173,"PRIAs","Jarvis",2001,"Forereef",8.95416406736846e-05,0,0,0,0,0.00277579086088422,0.000313395742357896,0,0,0,0,0,0,0,0,0,0,8.95416406736846e-05,4.47708203368423e-05,0,0.000984958047410531,0,0,0,4.47708203368423e-05,0,0,0.000268624922021054,4.47708203368423e-05,0.000223854101684212,0.00268624922021054,0,0,0,0,0.00756626863692635,"PRIAs","Jarvis",2001-02-17,2001,-0.379451794444444,-160.010995128889,10.2663518055556,"Forereef",2233.59767026
"52",200102193,"PRIAs","Palmyra",2001,"Forereef",0.000570289293853237,0,0,5.70289293853237e-05,0,5.70289293853237e-05,0.000342173576311942,0,0,0,0,0,0,0,0,0,0,0,0.000342173576311942,0,0.00176789681094503,0,0,0,0,0,0,0.000684347152623884,0,0.000171086788155971,0,0,0,0,0,0.00399202505697266,"PRIAs","Palmyra",2001-02-19,2001,5.864577406,-162.030351037,10.809755469,"Forereef",1753.49600769
"53",200102201,"PRIAs","Palmyra",2001,"Forereef",0,0,0,5.58865678232123e-05,0,0,5.58865678232123e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111773135646425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223546271292849,"PRIAs","Palmyra",2001-02-20,2001,5.88375096,-162.14184623625,14.65378475125,"Forereef",1789.33872476
"54",200102231,"PRIAs","Kingman",2001,"Forereef",0,0,0,0,0,9.60637176295571e-05,0.000240159294073893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384254870518228,0,0,0,0,0,0,0.000192127435259114,0,0,0,0,0,0,0,0.000912605317480792,"PRIAs","Kingman",2001-02-23,2001,6.381335718,-162.45426637,11.239767455,"Forereef",2081.95148944
"55",200201291,"PRIAs","Baker",2002,"Forereef",0,0,5.19162310253446e-05,0.000103832462050689,0,0.000934492158456202,0.000934492158456202,0,0,0,0.000103832462050689,0,0,0,0,0,0,0,0,0,0.00114215708255758,0,0,0,5.19162310253446e-05,0,0,0,0,0.000103832462050689,0.00207664924101378,5.19162310253446e-05,0,0,0,0.00555503671971187,"PRIAs","Baker",2002-01-29,2002,0.190029042,-176.461107751,14.491629789,"Forereef",1926.17988681
"56",200201292,"PRIAs","Baker",2002,"Forereef",0.000567130464391883,0,0,0,0,0.000388036633531288,8.95469154302973e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000567130464391883,2.98489718100991e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164169344955545,"PRIAs","Baker",2002-01-29,2002,0.202391451,-176.470805515,15.412945461,"Forereef",3350.19915045
"57",200202011,"PRIAs","Howland",2002,"Forereef",0,0,0,5.06154203512723e-05,0,0,0.000202461681405089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253077101756361,5.06154203512723e-05,0,0,0,0,0,0,0,0.000101230840702545,0.0303692522107634,0,0,0,0,0.0310272526753299,"PRIAs","Howland",2002-02-01,2002,0.822893739,-176.623740243,12.963555432,"Forereef",1975.68249569
"58",200202091,"SAMOA","Tutuila",2002,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1846236802659e-05,0,0,0,0,0,0,0,4.1846236802659e-05,"SAMOA","Tutuila",2002-02-09,2002,-14.320164259,-170.66283516,13.771748924,"Forereef",2389.70114497
"59",200202101,"SAMOA","Tutuila",2002,"Forereef",0,0,0,0,0,0,3.88999729951762e-05,0,0,0,0,0,0,0,0,3.88999729951762e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88999729951762e-05,0,0,0.000116699918985529,"SAMOA","Tutuila",2002-02-10,2002,-14.264930596,-170.560947737,11.53281765,"Forereef",2570.69587201
"60",200202102,"SAMOA","Tutuila",2002,"Forereef",0,0,0,0,0,4.096384298002e-05,0,0,0,0,4.096384298002e-05,0,0,0,0,0,0,0,0,0,4.096384298002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012289152894006,"SAMOA","Tutuila",2002-02-10,2002,-14.246193,-170.57465986,10.83386623875,"Forereef",2441.17721203
"61",200202111,"SAMOA","Tau",2002,"Forereef",0.000112365974066654,0,0,3.74553246888848e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49106493777695e-05,0.000112365974066654,0.000112365974066654,0,0,0,0,0,0,3.74553246888848e-05,0,0,0,0,0,0,0,0.000486919220955502,"SAMOA","Tau",2002-02-11,2002,-14.230255321,-169.418193059,11.19198432,"Forereef",2669.84736698
"62",200202121,"SAMOA","Tau",2002,"Forereef",0,0,0,0,0,3.85871292694446e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85871292694446e-05,0,0,0,0,0,0,0,7.71742585388892e-05,0,0,0,0,0,0,0,0.000154348517077778,"SAMOA","Tau",2002-02-12,2002,-14.212713836,-169.427192183,11.57154417,"Forereef",2591.53769387
"63",200202123,"SAMOA","Tau",2002,"Forereef",3.39594433821189e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79188867642378e-05,0,0,0,0,0,0,3.39594433821189e-05,0,0,0,0,0,0,0,0.000135837773528476,"SAMOA","Tau",2002-02-12,2002,-14.214548975,-169.481873835,11.828448295,"Forereef",2944.68901845
"64",200202124,"SAMOA","Tau",2002,"Forereef",3.69147320557128e-05,0,0,7.38294641114256e-05,0,0,3.69147320557128e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000147658928222851,0,0,0,0,0,0,0,0.000147658928222851,0,3.69147320557128e-05,0,0,0,0,0,0.000479891516724266,"SAMOA","Tau",2002-02-12,2002,-14.215465202,-169.506237027,11.519092417,"Forereef",2708.94557352
"65",200202131,"SAMOA","Ofu & Olosega",2002,"Forereef",3.58497640889382e-05,0,0,0,0,3.58497640889382e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16995281778763e-05,0,0,0,3.58497640889382e-05,0,0,0,3.58497640889382e-05,0,0,0,0,0,0,0.000215098584533629,"SAMOA","Ofu & Olosega",2002-02-13,2002,-14.183051324,-169.60764566,10.778560685,"Forereef",2789.41863472
"66",200202132,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,5.08153883533404e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152446165060021,5.08153883533404e-05,0,0,0,0,0,0,5.08153883533404e-05,0,0,0.000101630776706681,0,0,0,0,0.000406523106826723,"SAMOA","Ofu & Olosega",2002-02-13,2002,-14.155841755,-169.610600028,12.417814445,"Forereef",1967.9078177
"67",200202134,"SAMOA","Ofu & Olosega",2002,"Forereef",3.99097185309848e-05,0,0,0,0,3.99097185309848e-05,0.000159638874123939,0,0,0,3.99097185309848e-05,0,0,0,0,0,0,0,3.99097185309848e-05,3.99097185309848e-05,0.000718374933557726,0,0,0,0,0,0,0.00143674986711545,0,0,0,0,0,0,0,0.00251431226745204,"SAMOA","Ofu & Olosega",2002-02-13,2002,-14.16465468,-169.64771846,10.43635893,"Forereef",2505.65535616
"68",200202135,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,3.65151576291012e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029212126103281,0,0,0,0,0,0,0,0.000328636418661911,"SAMOA","Ofu & Olosega",2002-02-13,2002,-14.160304795,-169.670545923,11.020329856,"Forereef",2738.58875308
"69",200202136,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,0,0,8.32599000015922e-05,0.000124889850002388,0,0,0,0,0,0,0,0,0,0,0,0.000124889850002388,0,8.32599000015922e-05,0,0,0,0,0,0,0.000666079200012738,0,0,4.16299500007961e-05,0,0,0,0,0.0011240086500215,"SAMOA","Ofu & Olosega",2002-02-13,2002,-14.171201558,-169.684440038,11.844607926,"Forereef",2402.11674523
"70",200202141,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,3.6686920183161e-05,0,3.6686920183161e-05,0,0,0,3.6686920183161e-05,0,0,0,0,0,0,0,0,3.6686920183161e-05,0,7.33738403663221e-05,0,0,0,0,0,0,3.6686920183161e-05,0,0,3.6686920183161e-05,0,0,0,0,0.000293495361465288,"SAMOA","Ofu & Olosega",2002-02-14,2002,-14.183156911,-169.675979994,12.171501922,"Forereef",2725.76709903
"71",200202142,"SAMOA","Ofu & Olosega",2002,"Forereef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162637011481071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162637011481071,"SAMOA","Ofu & Olosega",2002-02-14,2002,-14.180334042,-169.652670995,11.269758798,"Forereef",2459.46476978
