"","REGION","ISLAND","STRATA","YEAR","TotFish","Acanthuridae","Albulidae","Aulostomidae","Balistidae","Belonidae","Carangidae","Carcharhinidae","Chanidae","Congridae","Dasyatidae","Diodontidae","Echeneidae","Ephippidae","Fistulariidae","Ginglymostomatidae","Haemulidae","Holocentridae","Kyphosidae","Labridae","Lethrinidae","Lutjanidae","Monacanthidae","Mullidae","Muraenidae","Myliobatidae","Ophichthidae","Oplegnathidae","Scaridae","Scombridae","Serranidae","Sphyraenidae","Sphyrnidae","Stegostomatidae","Tetraodontidae","UNKNOWN","n"
"36","MARIAN","Guguan","Forereef",2003,1.33676312928375,0.232475951086452,0,0,0.0697452011962481,0,0.267128966223537,0.356678638285526,0,0,0,0.0646382855361625,0,0,0,0.285424159839643,0,0,0,0,0,0.953157045928998,0.00655870880366981,0,0.00964831471542269,0,0,0,0.204159590843606,0,0,0,0,0,0,0,6
"37","NWHI","Kure","Forereef",2003,2.73491938898675,0.402582328272496,0,0,0,0,1.4848096731501,2.07920408958273,0,0,0,0,0,0,0,0,0,0,0,0.0907394384634129,0,0.267723041529833,0,0.00946188426906334,0,0,0,0.89510000557122,0.806478542086358,0,0.340944738371534,0,0,0,0,0,7
"38","NWHI","Laysan","Forereef",2003,1.32981775515842,0.176258565381615,0,0,0,0,0.532469889377936,0,0,0,0,0,0,0,0,0,0,0,0,0.0185074175505442,0,0.148581083629147,0,0,0,0.526897894043013,0,0.131522861546848,0.377696263952147,0,0,0,0,0,0,0,4
"39","NWHI","Lisianski","Forereef",2003,0.820292260446735,0.0631898738758269,0,0,0,0,0.780857794217653,0.157491383598695,0,0,0,0,0,0,0,0,0,0,0,0.0110780528153208,0,0.125746821396806,0,0,0,0,0,0,0.0736693032554343,0,0,0,0,0,0,0,7
"40","NWHI","Maro","Forereef",2003,4.34169194208131,0.067025542282704,0,0,0,0,0.44232951420829,3.60182749884584,0,0,0,0.0475925384180992,0,0,0,0,0,0,0.0946887858717879,0.0574283376097053,0.0583138480104191,0.118140467670635,0,0,0,0.36082727420399,0,0.107014511424417,0.941343563443105,0,0,0,0,0,0,0,6
"41","MARIAN","Maug","Forereef",2003,3.82159697642385,0.455456278621091,0,0,0.0438573998447186,0,0.590538996568676,1.76428115740454,0,0,0,0.0305039296747578,0,0,0,0.599216778552167,0,0,0,0,0,1.47919837171115,0,0,0.0189156402693371,0.0435565827798542,0,0,0.225188401878845,0.241372007201736,0.0559268630463398,0.0515033174705017,0,0,0,0,12
"42","NWHI","Midway","Forereef",2003,16.1150017159611,5.29830898200623,0,0,0,0,0.0424278941740497,10.3557459499599,0,0,0,0,0,0,0,0,0,0,0,0.863473787925078,0,0.414785374927174,0,0,0,0,0,1.49170287758748,0.792059993110927,0,0.252420206690392,0,0,0,0,0,2
"43","NWHI","Necker","Forereef",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"44","MARIAN","Pagan","Forereef",2003,1.74221407606243,0.0636177747237598,0,0,0.0154459132507859,0,0.205075547052631,0.132920763085508,0,0,1.40844136891188,0.0437012215132768,0,0,0.00034012250347609,0.436541549997664,0.0213733586577392,0,0,0,0,0.460636834120054,0,0,0.0236419038807777,0.0869618819544651,0,0,0.129602920904297,0,0.00703254530478828,0.0431696883333448,0,0,0,0,21
"45","MARIAN","Pathfinder","Forereef",2003,4.05092554177732,1.28397553929067,0,0,0.256338045539568,0,2.79967491018429,1.37811163402836,0,0,1.31319793557752,0,0,0,0,0,0,0,0,0.0691838463145455,0,0.895892916245119,0,0,0,0,0,0,0.0770788409024091,0,0,0,0,0,0,0,4
"46","NWHI","Pearl & Hermes","Forereef",2003,12.8937008830899,0.397673364428403,0,0,0,0,11.2096608627822,4.06548262551773,0,0,0,0.0456595563250389,0,0,0,0,0,0,0.052185641434285,0.0517354736826726,0,0.955008566064848,0,0.0354740347030268,0,0.0980050140593507,0,0.132950726780416,0.111852246336067,0,0,0,0,0,0,0,7
"47","MARIAN","Rota","Forereef",2003,1.47272463362089,0.0906464330738558,0,0,0.0241751238321577,0,0.526908351426782,0.11816485045548,0,0,0.0587801878579718,0.0256641756850783,0,0.0714057277001247,0.021741182644106,0,0.0127246046469038,0,0,0.986463598217712,0,0.101588286616935,0,0,0.104303941146946,0,0,0,0.624075447980442,0,0,0.0107883198324757,0,0,0.0203677222087843,0,12
"48","MARIAN","Saipan","Forereef",2003,0.658354694392057,0.0492060302280267,0,0,0,0,0.0233275117442055,0.0259822864105023,0,0,0.690755092762495,0.0427888134245643,0,0,0.00254216549159333,0,0,0,0,0,0,0.0302440352022163,0,0,0.0606783907390516,0,0,0,0.0918115251769065,0,0,0.314291782886532,0,0,0,0,6
"49","MARIAN","Santa Rosa","Forereef",2003,1.14378136449852,0.106584055279159,0,0,0,0,0.235846030686907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867270569753367,0,0,0.215039471931025,0,0,0,0,0,0,0,3
"50","MARIAN","Sarigan","Forereef",2003,2.35138527412863,0.135851821168256,0,0,0,0,0.393528253125968,0.339702671717228,0,0,0,0,0,0,0,1.53282042701248,0,0,0,0.453878841141704,0,0.712442029173191,0,0,0.114981950631779,0.0795407208068775,0,0,0.289208409534438,0,0.0602494181896812,0.0860765003464587,0,0,0,0,5
"51","MARIAN","Tatsumi","Forereef",2003,1.25111232451294,0,0,0,0.140154720422289,0,0.216986972949102,0,0,0,0.403361677041726,0.122028622755572,0,0,0,0,0,0,0,0,0,0.611660983392385,0,0,0.00959835333582207,0,0,0,0.461604381358824,0,0,0,0,0,0,0,2
"52","MARIAN","Tinian","Forereef",2003,1.05456237479708,0,0,0,0,0,0,0.861515934576027,0,0,0,0.0884612559592792,0,0,0,0,0,0,0,0,0,0.129281731766018,0,0,0.154772910496142,0,0,0,0.501351039089688,0,0,0,0,0,0.0960722755838965,0,5
"53","PRIAs","Baker","Forereef",2004,8.41763992186349,3.49694065031614,0,0,0.0718138432901424,0,0.607560843364519,5.41553274151765,0.170509478007252,0,0,0,0,0,0,0,0,0,0,0,0.0402356495689267,3.39193712623848,0.00536132713858809,0,0.0399036060235969,3.09930012860424,0,0,0.0678320876428809,0.229683076845888,0.139643435647924,3.83429479071748,0,0,0,0,6
"54","NWHI","French Frigate","Forereef",2004,3.06878612975172,2.420415699165,0,0,0,0,0.33458615284455,0.73622051287179,0,0,0,0,0,0,0,0,0,0,0,0,0.184216883667166,0.129925721419902,0,0,0,0,0,0,0.140537297890057,0,0,0.222835354568746,0,0,0,0,7
"55","NWHI","Gardner","Forereef",2004,11.527085044339,0.00706483944501997,0,0,0,0,9.38981455626111,0.782258310365464,0,0,0,0,0,0,0,0,0,0,0,0,0.130584150357419,0.18323444155065,0,0,0,0,0,1.04825842524933,0,0,0,0,0,0,0,0,2
"56","PRIAs","Howland","Forereef",2004,10.9553945201249,2.10985693197308,0,0,0.0792650165845939,0,5.76297960877405,3.92835729061945,0,0,0,0,0,0,0.0011886818445888,0,0,0,0,0,0.323994938700961,1.76365814713769,0.0360805597676651,0,0.0675383645793075,1.07979345076841,0,0,0.288855313728203,0,0.141977147488878,1.07794008467018,0,0,0,0,7
"57","PRIAs","Jarvis","Forereef",2004,85.9118849685441,0.912349591313395,0,0,0.715546883086492,0,0.509948418640932,5.60406100471666,0,0,0.329928591899515,0.0586839334333096,0,0,0,0,0,0,0,0,0,0.867207227766443,0.019701323954852,0,0,58.9556063111273,0,0,0.369198929486093,0,0.167506639448864,2.68463507581135,30.1674545848225,0,0,0,7
"58","PRIAs","Johnston","Forereef",2004,3.54484452741412,0.528754073076701,0,0.0073687253381501,0,0,0.299287806067226,3.1117754526793,0,0,0,0,0,0,0.0122428750790376,0,0,0,0,0,0,0.0551755263279553,0.00476597374338544,0,0.00299016492758878,1.17036190630896,0,0,0.0360911446309698,0,0,0.0368309013906814,0,0,0,0,14
"59","NWHI","Kure","Forereef",2004,0.691867093097221,0.185129839681999,0,0,0,0,0.808896440460034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130583684026644,0,0,0,0,0,0.144449431071733,0.288290803697111,0,0.161450314820601,0,0,0,0,0,7
"60","NWHI","Laysan","Forereef",2004,0.874942972597173,0.153075789973907,0,0,0,0,0.678983768533964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725840626854178,0.325686924221544,0,0,0.0352397568253984,0.623049781554295,0,0.14875648409054,0.0811111800077711,0,0,0,0,0,0,0,4
"61","NWHI","Lisianski","Forereef",2004,1.15439510282117,0,0,0,0,0,1.29825770765678,0.0981559378715335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128095139793601,0,0,0.0510651378579567,0,0,0,0.044042801387763,0,0,0,0,0,0,0,5
"62","NWHI","Maro","Forereef",2004,1.45973372144096,0,0,0,0,0,1.40742240340778,0.124327038262365,0,0,0,0.0970165848730045,0,0,0,0,0,0,0,0,0,0.112748653391235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"63","NWHI","Midway","Forereef",2004,5.16311067441582,0,0,0,0,0,0.73774468535047,5.35395676493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239842081048554,0,0,0,0.297736188014825,0,0.0614577879979248,0.381472514347132,0,0.640382989269741,0,0,0,0,0,6
"64","SAMOA","Ofu & Olosega","Forereef",2004,1.39720711562345,0.287428212974448,0,0,0,0,0.10116855299751,0.0719320613676612,0,0,0.0755508745099835,0.0175946794534251,0.00245269169431341,0,0.00463084030076554,0.160741810638829,0,0,0,0.165364401966273,0,0.148826247663967,0,0,0.00465995061275429,0.0331071739204669,0,0,0.233746933395371,0,0,1.33737942395232,0,0,0,0,14
"65","NWHI","Pearl & Hermes","Forereef",2004,1.19826316333177,0.109448494171627,0,0,0,0,0.836670378781242,0.596445544306908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407877252764763,0,0,0.0451849543268559,0,0,0.369639598214891,0,0,0,0,0,0,0,0,9
"66","SAMOA","Rose","Forereef",2004,0.797964329943592,0.571112437640592,0,0,0.0345902797760219,0,0.157251803501378,0.11041599983169,0,0,0,0,0,0,0.000742832006295721,0,0,0,0,0.245097727373662,0.0190376787125568,0.262214586735638,0,0,0.0290710211785231,0.0377900613512722,0,0,0.133527282469713,0,0.0199925115266757,0,0,0,0,0,9
"67","SAMOA","Swains","Forereef",2004,4.58777509158245,0.844084023849038,0,0,0.0486240303101176,0,3.62921583319413,0.0612296156940846,0,0,0.0689097223617035,0,0.0205536655393811,0,0.0367003536462062,0,0,0,0,1.3158624382311,0.0422964069267447,0.432463784818606,0,0,0.0542591108432155,0,0,0,0.182227516820845,0,0,2.10875999568319,0,0,0,0,13
"68","SAMOA","Tau","Forereef",2004,1.36088723036288,0.442288997145937,0,0,0.0250083807659051,0,0.0444319237113466,0.212285488247491,0,0,0,0,0,0,0.00798187695659516,0,0,0,0,0.500278244265525,0,0.0940058083398759,0,0,0.00330355306075955,0,0,0,0.283984750444656,0,0.0158237383927106,0.0368368938789747,0,0,0.0309922975289642,0,12
"69","SAMOA","Tutuila","Forereef",2004,0.660324356324487,0.133762398657034,0,0.000603683017454114,0.0202851730212012,0,0.0469738186643104,0.165360486278773,0,0,0.0276376555133721,0.0153373576994314,0,0.115279073975792,0.000219259008906401,0,0.00556285338295963,0,0.00460768795686303,0.0963874162601674,0,0.0658890640818,0,0,0.000648488946970232,0.0359152446954722,0,0,0.236562784613465,0.00685205268529379,0.0167916555810092,0.546026376354213,0,0,0.0145804084581252,0,38
"70","MARIAN","Agrihan","Forereef",2005,1.03199698101047,0.299400815917104,0,0,0.0572871311008987,0,0.56435814278709,1.36629575025474,0,0,0,0,0,0,0,0.478210294282409,0,0,0,0,0,0.246322695714379,0,0,0.00979297324453633,0.196518733576375,0,0,0.170265904141236,0,0.0326431382385071,0,0,0,0.0536024190241905,0,5
"71","MARIAN","Aguijan","Forereef",2005,0.757856702220215,0.21797609899409,0,0,0.128410854100592,0,0.216895340962934,0.509131062657081,0,0,0.328592601944797,0.0936853503214838,0,0,0,0,0,0,0,0,0,0.0473580511937221,0,0,0,0,0,0,0.128565320386759,0.188750384629313,0.0302751366916647,0,0,0,0.134833721584937,0,5
"72","MARIAN","Alamagan","Forereef",2005,1.00748743651437,0.354792875987804,0,0,0.140936601025916,0,0.191716476430628,1.22288176602137,0,0,0,0,0,0,0.0148545239806598,0,0,0,0,0.503526664803488,0.220913480681512,0.198027192709897,0,0,0,0,0,0,0.283426998822757,0,0,0.105127737672415,0,0,0.144793049544894,0,6
"73","MARIAN","Arakane","Forereef",2005,11.4505736633685,4.03666712842255,0,0,0.131194711728469,0,2.86942203917166,3.04487598711644,0,0,0.264423042925989,0,0,1.14507884544435,0,0,0,0,0,0,0,0.350431327834367,0,0,0,0,0,0,0.0635487545158115,0,0.0568485220469974,0,0,0,0,0,3
"74","MARIAN","Asuncion","Forereef",2005,4.249617790544,0.387119953388683,0,0,0,0,0.965732845468218,3.48278249270543,0,0,0.164370843879225,0,0,0,0,1.19327940036831,0,0,0,0,0,0.234913720621895,0,0,0.0294410079581334,0,0,0.049641133389236,0.104014333235227,0,0,0.130438192088526,0,0,0,0,5
"75","MARIAN","Farallon de Pajaros","Forereef",2005,0.760491397000103,0.0562722719650248,0,0,0.0821264415440184,0,0.478545593780051,0.120207639949822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20369595007398,0,0,0,0,0,0,0,0,0.0394757431268492,0.0154468582717878,0,0,0,0,4
"76","MARIAN","Guam","Forereef",2005,0.168870291009835,0.0154078143823678,0,0,0,0,0.00927463006977957,0,0,0,0,0.0137239378184509,0,0,0.00294280663971598,0,0,0,0,0.116152384021196,0.00758082191882687,0.0619484888877395,0,0,0.00874215647167655,0,0,0,0,0,0.0131408260492694,0.0187063618627531,0,0,0,0,18
"77","MARIAN","Guguan","Forereef",2005,3.28702369629054,0.5190844487066,0,0,0,0,0.203894030213844,0.442325432651841,0,0,0,0,0,0,0,2.85933279651198,0,0,0,0,0,0,0,0,0,0,0,0,0.300555885619472,0,0,0,0,0,0,0,2
"78","MHI","Kauai","Forereef",2005,0.181112975099462,0.0678092477725306,0,0,0,0,0.01989728691127,0.0631954135383566,0,0,0,0.00978806224759111,0,0,0,0,0,0,0,0,0,0.0528951659225794,0,0,0,0.0886258162326521,0,0.0297551867776822,0.0681850640546994,0,0.00751489221123581,0,0,0,0,0,21
"79","MHI","Lanai","Forereef",2005,0.629458528156301,0.0451715767299568,0,0,0,0,0,0.140214073961705,0.497947891054469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160489786238425,0,0,0,0,0,0,0,9
"80","MARIAN","Maug","Forereef",2005,1.71016105816698,0.260502531000484,0,0,0.0471256712839472,0,1.39853730605019,1.19672685788787,0,0,0.0360790923835089,0.0300474635222286,0,0,0,0.340803435041857,0,0,0,0.0208806228140108,0,0.415525044439773,0,0,0,0,0,0,0.0774068468720957,0.0642818054691809,0.0118358227619311,0,0,0,0,0,11
"81","MHI","Maui","Forereef",2005,0.142393605735808,0.0127321829949773,0,0,0,0,0,0,0,0,0,0,0,0,0.00713806406421542,0,0,0,0,0,0,0,0,0,0.122743579279597,0,0,0,0.033083558189143,0,0,0,0,0,0,0,11
"82","MHI","Molokai","Forereef",2005,0.10914232835148,0.0615064873547261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678349849555012,0,0.0520190998386781,0,0,0,0,0,7
"83","MHI","Niihau","Forereef",2005,1.41292592066847,0.912222480726766,0,0,0,0,0.267962081704879,0.599916778223583,0,0,0,0,0,0,0.00962712342083943,0,0,0,0,0,0,0.0680134076435008,0,0,0.0141383766719197,0.132497479938354,0,0,0.19751685509783,0,0,0.0126157553176533,0,0,0,0,14
"84","MHI","Oahu","Forereef",2005,0.94657843641948,0.0171501376101719,0,0,0,0,0.795662223490818,0,0,0,0.467282131880887,0,0,0,0.00556405955511755,0,0,0,0.0829667868673164,0,0,0.0265642882963994,0,0,0.0152498883626393,0.843087428187361,0,0,0.0980356115201076,0,0,0,0,0,0,0,14
