"","Mean.REGION","Mean.ISLAND","Mean.ANALYSIS_YEAR","Mean.METHOD","Mean.N","Mean.TotFish","Mean.PISCIVORE","Mean.PLANKTIVORE","Mean.PRIMARY","Mean.SECONDARY","Mean.DEPTH","Mean.HARD_CORAL","Mean.TotalArea","Mean.TotalAreaWithSamples","PooledSE.REGION","PooledSE.ISLAND","PooledSE.ANALYSIS_YEAR","PooledSE.METHOD","PooledSE.N","PooledSE.TotFish","PooledSE.PISCIVORE","PooledSE.PLANKTIVORE","PooledSE.PRIMARY","PooledSE.SECONDARY","PooledSE.DEPTH","PooledSE.HARD_CORAL"
"16","PRIAs","Johnston","2012","nSPC",9,59.7149869063105,16.7779396389609,15.1662134952398,21.426464750824,6.34436902128578,13.5145907659728,7.41636813449,9410.19471788,713.3760333,"PRIAs","Johnston","2012","nSPC",9,7.50922276116062,5.70315270438398,1.61108432555008,5.34650181962073,0.991879648893278,0.292507672489724,1.54629873579785
"17","PRIAs","Johnston","2015","nSPC",23,60.184930578092,11.7498424693231,11.8704039343882,30.1994064564743,6.3652777179064,15.441546612628,6.60368837036065,9410.19471788,478.6258021,"PRIAs","Johnston","2015","nSPC",23,7.57420647520146,2.92742878299051,2.5806788331088,3.58262237699822,1.13860480771884,0.516627782318944,1.05052244881282
"18","PRIAs","Kingman","2008","nSPC",7,260.207859529528,190.187250606532,41.8085985233062,19.1680372668428,9.0439731328471,14.4680925768741,NA,3721.07486419,351.08416953,"PRIAs","Kingman","2008","nSPC",7,65.8094158605112,60.9588322946134,21.5109996970232,6.65106965177997,4.55633779678051,0.722462773277226,NA
"19","PRIAs","Kingman","2010","nSPC",19,306.013781387541,202.924616733065,71.3421607930136,20.687196000754,11.0598078607088,16.1586860274937,32.9586769726198,3721.07486419,351.08416953,"PRIAs","Kingman","2010","nSPC",19,55.6522769138513,41.7416985023025,18.5913371671261,3.58939522803455,2.53451050884251,0.617305832084103,2.93884886104831
"20","PRIAs","Kingman","2012","nSPC",26,297.089909348761,213.866932500154,44.9265478477514,23.0500018837069,15.2464271171489,16.0097748792863,29.4925379412193,3721.07486419,351.08416953,"PRIAs","Kingman","2012","nSPC",26,24.0201329407534,18.5428562114503,7.21631726977277,2.52540136064154,1.38553732067751,0.51170590626502,2.08203856247942
"21","PRIAs","Kingman","2015","nSPC",34,215.512038905108,143.62519772962,45.6552301632077,17.3073979599495,8.92421305233034,15.6139425481165,25.6876292554202,3721.07486419,351.08416953,"PRIAs","Kingman","2015","nSPC",34,21.8942962629785,17.0371450854651,7.35590264457355,1.87282580181103,0.625842377721326,0.481844968784981,2.44222800007933
"22","PRIAs","Palmyra","2008","nSPC",28,93.1905814323653,47.0465527328685,9.11962070130306,25.3386250764915,11.6857829217022,12.1048212952896,NA,4212.74134661,2793.351013,"PRIAs","Palmyra","2008","nSPC",28,12.3933492496379,11.3949906821419,2.30476437139096,2.72405817852847,2.58454773543729,0.454916209405117,NA
"23","PRIAs","Palmyra","2010","nSPC",38,125.157612322785,63.9461528789885,17.1040334050064,29.4419063018335,14.6655197369563,13.1930398654981,25.0727710097164,4212.74134661,2793.351013,"PRIAs","Palmyra","2010","nSPC",38,13.6611577045401,10.30149296185,3.26476663949611,3.26189267543929,2.59525355916329,0.380022016640465,1.66024935788594
"24","PRIAs","Palmyra","2012","nSPC",42,157.111110782431,76.3576365767508,22.974306732862,31.652879691359,26.1262877814594,12.0751397890992,23.9783639107582,4212.74134661,2793.351013,"PRIAs","Palmyra","2012","nSPC",42,13.7896748621773,9.8875255875722,2.48044209237258,3.04208543489297,3.41122471077061,0.381513402111469,1.92359783836094
"25","PRIAs","Palmyra","2015","nSPC",78,92.1199137602423,52.5010022208071,8.41002626402539,17.8519076586836,13.3569776167262,12.945110875374,21.3096742389007,4212.74134661,2793.351013,"PRIAs","Palmyra","2015","nSPC",78,7.51735624461227,5.62554031927364,1.16714961434266,1.46839443785449,2.07852648763204,0.302165401100088,1.36292258659883
"26","PRIAs","Wake","2009","nSPC",29,43.0334043040992,8.31641601574872,4.09650457238211,19.4489919268281,11.1714917891403,11.7804067090571,NA,1282.026705206,279.75088277,"PRIAs","Wake","2009","nSPC",29,5.64779405071691,1.96694716441313,0.69122365802139,3.16384175609279,2.44139670535469,0.299057191375589,NA
"27","PRIAs","Wake","2011","nSPC",30,51.5048132891881,7.84948665249329,6.05413962989108,26.3163334802504,11.2848535265534,12.0822668325569,24.1081714946189,1282.026705206,279.75088277,"PRIAs","Wake","2011","nSPC",30,4.19719356773662,1.03642066057493,1.27762709835678,1.94259894136367,1.73071911178152,0.189706659585239,2.17920909019192
"28","PRIAs","Wake","2014","nSPC",45,43.6543193685791,10.3633276345819,3.54179559806957,22.0825237634584,7.66667237246925,11.8152366047693,27.2845065681959,1282.026705206,279.75088277,"PRIAs","Wake","2014","nSPC",45,3.72558208509935,1.43298493597958,0.518173649263049,2.37638292445448,1.15374549110175,0.224716782378598,1.60620353393001
